Date,Source,Site ID,POC,Daily Max 8-hour CO Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,County,Site Latitude,Site Longitude
10/29/2024,AQS,60371103,9,0.5,ppm,6,Los Angeles-North Main Street,72,300,42101,Carbon monoxide,554,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
10/30/2024,AQS,60371103,9,0.5,ppm,6,Los Angeles-North Main Street,72,300,42101,Carbon monoxide,554,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
10/31/2024,AQS,60371103,9,0.6,ppm,7,Los Angeles-North Main Street,72,300,42101,Carbon monoxide,554,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
11/1/2024,AQS,60371103,9,0.6,ppm,7,Los Angeles-North Main Street,6,25,42101,Carbon monoxide,554,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.06659,-118.22688
1/2/2024,AQS,60371201,1,0.6,ppm,7,Reseda,11,46,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
1/3/2024,AQS,60371201,1,0.8,ppm,9,Reseda,18,75,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
1/4/2024,AQS,60371201,1,0.3,ppm,3,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
1/5/2024,AQS,60371201,1,0.8,ppm,9,Reseda,18,75,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
1/6/2024,AQS,60371201,1,0.5,ppm,6,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
1/7/2024,AQS,60371201,1,0.3,ppm,3,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
1/8/2024,AQS,60371201,1,0.3,ppm,3,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
1/9/2024,AQS,60371201,1,0.7,ppm,8,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
1/10/2024,AQS,60371201,1,1,ppm,11,Reseda,17,71,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
1/11/2024,AQS,60371201,1,0.4,ppm,5,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
1/12/2024,AQS,60371201,1,0.8,ppm,9,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
1/13/2024,AQS,60371201,1,0.9,ppm,10,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
1/14/2024,AQS,60371201,1,1.2,ppm,14,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
1/15/2024,AQS,60371201,1,1.1,ppm,13,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
1/16/2024,AQS,60371201,1,1.1,ppm,13,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
1/17/2024,AQS,60371201,1,1,ppm,11,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
1/18/2024,AQS,60371201,1,1.1,ppm,13,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
1/19/2024,AQS,60371201,1,0.9,ppm,10,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
1/20/2024,AQS,60371201,1,0.6,ppm,7,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
1/21/2024,AQS,60371201,1,0.3,ppm,3,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
1/22/2024,AQS,60371201,1,0.6,ppm,7,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
1/23/2024,AQS,60371201,1,0.6,ppm,7,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
1/24/2024,AQS,60371201,1,0.7,ppm,8,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
1/25/2024,AQS,60371201,1,0.6,ppm,7,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
1/26/2024,AQS,60371201,1,0.5,ppm,6,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
1/27/2024,AQS,60371201,1,0.3,ppm,3,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
1/28/2024,AQS,60371201,1,0.6,ppm,7,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
1/29/2024,AQS,60371201,1,0.8,ppm,9,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
1/30/2024,AQS,60371201,1,0.9,ppm,10,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
1/31/2024,AQS,60371201,1,1.1,ppm,13,Reseda,18,75,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
2/1/2024,AQS,60371201,1,0.3,ppm,3,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
2/2/2024,AQS,60371201,1,0.6,ppm,7,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
2/3/2024,AQS,60371201,1,0.6,ppm,7,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
2/4/2024,AQS,60371201,1,0.2,ppm,2,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
2/5/2024,AQS,60371201,1,0.5,ppm,6,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
2/6/2024,AQS,60371201,1,0.5,ppm,6,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
2/7/2024,AQS,60371201,1,0.6,ppm,7,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
2/8/2024,AQS,60371201,1,0.5,ppm,6,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
2/9/2024,AQS,60371201,1,0.8,ppm,9,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
2/10/2024,AQS,60371201,1,0.4,ppm,5,Reseda,18,75,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
2/11/2024,AQS,60371201,1,0.5,ppm,6,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
2/12/2024,AQS,60371201,1,0.8,ppm,9,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
2/13/2024,AQS,60371201,1,0.7,ppm,8,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
2/14/2024,AQS,60371201,1,0.6,ppm,7,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
2/15/2024,AQS,60371201,1,0.5,ppm,6,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
2/16/2024,AQS,60371201,1,0.5,ppm,6,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
2/17/2024,AQS,60371201,1,0.7,ppm,8,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
2/18/2024,AQS,60371201,1,0.2,ppm,2,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
2/19/2024,AQS,60371201,1,0.2,ppm,2,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
2/20/2024,AQS,60371201,1,0.2,ppm,2,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
2/21/2024,AQS,60371201,1,0.4,ppm,5,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
2/22/2024,AQS,60371201,1,0.8,ppm,9,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
2/23/2024,AQS,60371201,1,0.7,ppm,8,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
2/24/2024,AQS,60371201,1,1,ppm,11,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
2/25/2024,AQS,60371201,1,0.6,ppm,7,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
2/26/2024,AQS,60371201,1,0.6,ppm,7,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
2/27/2024,AQS,60371201,1,0.4,ppm,5,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
2/28/2024,AQS,60371201,1,0.6,ppm,7,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
2/29/2024,AQS,60371201,1,0.3,ppm,3,Reseda,15,63,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
3/1/2024,AQS,60371201,1,0.2,ppm,2,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
3/2/2024,AQS,60371201,1,0.2,ppm,2,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
3/3/2024,AQS,60371201,1,0.3,ppm,3,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
3/4/2024,AQS,60371201,1,0.6,ppm,7,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
3/5/2024,AQS,60371201,1,0.5,ppm,6,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
3/6/2024,AQS,60371201,1,0.4,ppm,5,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
3/7/2024,AQS,60371201,1,0.6,ppm,7,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
3/8/2024,AQS,60371201,1,0.7,ppm,8,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
3/9/2024,AQS,60371201,1,0.6,ppm,7,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
3/10/2024,AQS,60371201,1,0.5,ppm,6,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
3/11/2024,AQS,60371201,1,0.4,ppm,5,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
3/12/2024,AQS,60371201,1,0.4,ppm,5,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
3/13/2024,AQS,60371201,1,0.3,ppm,3,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
3/14/2024,AQS,60371201,1,0.2,ppm,2,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
3/15/2024,AQS,60371201,1,0.3,ppm,3,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
3/16/2024,AQS,60371201,1,0.4,ppm,5,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
3/17/2024,AQS,60371201,1,0.4,ppm,5,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
3/18/2024,AQS,60371201,1,0.5,ppm,6,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
3/19/2024,AQS,60371201,1,0.5,ppm,6,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
3/20/2024,AQS,60371201,1,0.5,ppm,6,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
3/21/2024,AQS,60371201,1,0.4,ppm,5,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
3/22/2024,AQS,60371201,1,0.5,ppm,6,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
3/23/2024,AQS,60371201,1,0.2,ppm,2,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
3/24/2024,AQS,60371201,1,0.2,ppm,2,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
3/25/2024,AQS,60371201,1,0.4,ppm,5,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
3/26/2024,AQS,60371201,1,0.3,ppm,3,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
3/27/2024,AQS,60371201,1,0.5,ppm,6,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
3/28/2024,AQS,60371201,1,0.4,ppm,5,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
3/29/2024,AQS,60371201,1,0.4,ppm,5,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
3/30/2024,AQS,60371201,1,0.2,ppm,2,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
3/31/2024,AQS,60371201,1,0.2,ppm,2,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
4/1/2024,AQS,60371201,1,0.3,ppm,3,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
4/2/2024,AQS,60371201,1,0.5,ppm,6,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
4/3/2024,AQS,60371201,1,0.5,ppm,6,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
4/4/2024,AQS,60371201,1,0.3,ppm,3,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
4/5/2024,AQS,60371201,1,0.3,ppm,3,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
4/6/2024,AQS,60371201,1,0.4,ppm,5,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
4/7/2024,AQS,60371201,1,0.4,ppm,5,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
4/8/2024,AQS,60371201,1,0.3,ppm,3,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
4/9/2024,AQS,60371201,1,0.3,ppm,3,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
4/10/2024,AQS,60371201,1,0.6,ppm,7,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
4/11/2024,AQS,60371201,1,0.5,ppm,6,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
4/12/2024,AQS,60371201,1,0.3,ppm,3,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
4/13/2024,AQS,60371201,1,0.3,ppm,3,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
4/14/2024,AQS,60371201,1,0.4,ppm,5,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
4/15/2024,AQS,60371201,1,0.4,ppm,5,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
4/16/2024,AQS,60371201,1,0.5,ppm,6,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
4/17/2024,AQS,60371201,1,0.5,ppm,6,Reseda,18,75,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
4/18/2024,AQS,60371201,1,0.6,ppm,7,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
4/19/2024,AQS,60371201,1,0.3,ppm,3,Reseda,16,67,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
4/20/2024,AQS,60371201,1,0.3,ppm,3,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
4/21/2024,AQS,60371201,1,0.5,ppm,6,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
4/22/2024,AQS,60371201,1,0.4,ppm,5,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
4/23/2024,AQS,60371201,1,0.2,ppm,2,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
4/24/2024,AQS,60371201,1,0.3,ppm,3,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
4/25/2024,AQS,60371201,1,0.2,ppm,2,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
4/26/2024,AQS,60371201,1,0.2,ppm,2,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
4/27/2024,AQS,60371201,1,0.2,ppm,2,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
4/28/2024,AQS,60371201,1,0.4,ppm,5,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
4/29/2024,AQS,60371201,1,0.4,ppm,5,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
4/30/2024,AQS,60371201,1,0.3,ppm,3,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
5/1/2024,AQS,60371201,1,0.2,ppm,2,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
5/2/2024,AQS,60371201,1,0.3,ppm,3,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
5/3/2024,AQS,60371201,1,0.3,ppm,3,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
5/4/2024,AQS,60371201,1,0.2,ppm,2,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
5/5/2024,AQS,60371201,1,0.2,ppm,2,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
5/6/2024,AQS,60371201,1,0.3,ppm,3,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
5/7/2024,AQS,60371201,1,0.4,ppm,5,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
5/8/2024,AQS,60371201,1,0.3,ppm,3,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
5/9/2024,AQS,60371201,1,0.2,ppm,2,Reseda,18,75,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
5/10/2024,AQS,60371201,1,0.2,ppm,2,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
5/11/2024,AQS,60371201,1,0.2,ppm,2,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
5/12/2024,AQS,60371201,1,0.3,ppm,3,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
5/13/2024,AQS,60371201,1,0.2,ppm,2,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
5/14/2024,AQS,60371201,1,0.2,ppm,2,Reseda,24,100,42101,Carbon monoxide,158,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.19925,-118.53276
