Date,Source,Site ID,POC,Daily Mean PM10 Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,County,Site Latitude,Site Longitude
1/1/2024,AQS,60370016,3,8,ug/m3 SC,7,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
1/2/2024,AQS,60370016,3,14,ug/m3 SC,13,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
1/3/2024,AQS,60370016,3,13,ug/m3 SC,12,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
1/4/2024,AQS,60370016,3,11,ug/m3 SC,10,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
1/5/2024,AQS,60370016,3,13,ug/m3 SC,12,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
1/6/2024,AQS,60370016,3,15,ug/m3 SC,14,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
1/7/2024,AQS,60370016,3,9,ug/m3 SC,8,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
1/8/2024,AQS,60370016,3,10,ug/m3 SC,9,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
1/9/2024,AQS,60370016,3,14,ug/m3 SC,13,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
1/10/2024,AQS,60370016,3,21,ug/m3 SC,19,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
1/11/2024,AQS,60370016,3,16,ug/m3 SC,15,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
1/12/2024,AQS,60370016,3,17,ug/m3 SC,16,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
1/13/2024,AQS,60370016,3,23,ug/m3 SC,21,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
1/14/2024,AQS,60370016,3,22,ug/m3 SC,20,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
1/15/2024,AQS,60370016,3,24,ug/m3 SC,22,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
1/16/2024,AQS,60370016,3,28,ug/m3 SC,26,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
1/17/2024,AQS,60370016,3,33,ug/m3 SC,31,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
1/18/2024,AQS,60370016,3,34,ug/m3 SC,31,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
1/19/2024,AQS,60370016,3,25,ug/m3 SC,23,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
1/20/2024,AQS,60370016,3,21,ug/m3 SC,19,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
1/21/2024,AQS,60370016,3,12,ug/m3 SC,11,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
1/22/2024,AQS,60370016,3,9,ug/m3 SC,8,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
1/23/2024,AQS,60370016,3,15,ug/m3 SC,14,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
1/24/2024,AQS,60370016,3,17,ug/m3 SC,16,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
1/25/2024,AQS,60370016,3,13,ug/m3 SC,12,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
1/26/2024,AQS,60370016,3,11,ug/m3 SC,10,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
1/27/2024,AQS,60370016,3,12,ug/m3 SC,11,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
1/28/2024,AQS,60370016,3,11,ug/m3 SC,10,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
1/29/2024,AQS,60370016,3,12,ug/m3 SC,11,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
1/30/2024,AQS,60370016,3,16,ug/m3 SC,15,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
1/31/2024,AQS,60370016,3,18,ug/m3 SC,17,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/1/2024,AQS,60370016,3,10,ug/m3 SC,9,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/2/2024,AQS,60370016,3,14,ug/m3 SC,13,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/3/2024,AQS,60370016,3,15,ug/m3 SC,14,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/4/2024,AQS,60370016,3,9,ug/m3 SC,8,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/5/2024,AQS,60370016,3,5,ug/m3 SC,5,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/6/2024,AQS,60370016,3,5,ug/m3 SC,5,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/7/2024,AQS,60370016,3,10,ug/m3 SC,9,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/8/2024,AQS,60370016,3,10,ug/m3 SC,9,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/9/2024,AQS,60370016,3,10,ug/m3 SC,9,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/10/2024,AQS,60370016,3,12,ug/m3 SC,11,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/11/2024,AQS,60370016,3,11,ug/m3 SC,10,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/12/2024,AQS,60370016,3,12,ug/m3 SC,11,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/13/2024,AQS,60370016,3,18,ug/m3 SC,17,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/14/2024,AQS,60370016,3,24,ug/m3 SC,22,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/15/2024,AQS,60370016,3,23,ug/m3 SC,21,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/16/2024,AQS,60370016,3,28,ug/m3 SC,26,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/17/2024,AQS,60370016,3,32,ug/m3 SC,30,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/18/2024,AQS,60370016,3,17,ug/m3 SC,16,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/19/2024,AQS,60370016,3,7,ug/m3 SC,6,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/20/2024,AQS,60370016,3,6,ug/m3 SC,6,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/21/2024,AQS,60370016,3,10,ug/m3 SC,9,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/22/2024,AQS,60370016,3,14,ug/m3 SC,13,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/23/2024,AQS,60370016,3,10,ug/m3 SC,9,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/24/2024,AQS,60370016,3,13,ug/m3 SC,12,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/25/2024,AQS,60370016,3,16,ug/m3 SC,15,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/26/2024,AQS,60370016,3,22,ug/m3 SC,20,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/27/2024,AQS,60370016,3,19,ug/m3 SC,18,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/28/2024,AQS,60370016,3,20,ug/m3 SC,19,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
2/29/2024,AQS,60370016,3,20,ug/m3 SC,19,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/1/2024,AQS,60370016,3,11,ug/m3 SC,10,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/2/2024,AQS,60370016,3,8,ug/m3 SC,7,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/3/2024,AQS,60370016,3,12,ug/m3 SC,11,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/4/2024,AQS,60370016,3,14,ug/m3 SC,13,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/5/2024,AQS,60370016,3,16,ug/m3 SC,15,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/6/2024,AQS,60370016,3,12,ug/m3 SC,11,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/7/2024,AQS,60370016,3,10,ug/m3 SC,9,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/8/2024,AQS,60370016,3,16,ug/m3 SC,15,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/9/2024,AQS,60370016,3,16,ug/m3 SC,15,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/10/2024,AQS,60370016,3,15,ug/m3 SC,14,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/11/2024,AQS,60370016,3,16,ug/m3 SC,15,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/12/2024,AQS,60370016,3,17,ug/m3 SC,16,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/13/2024,AQS,60370016,3,21,ug/m3 SC,19,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/14/2024,AQS,60370016,3,33,ug/m3 SC,31,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/15/2024,AQS,60370016,3,16,ug/m3 SC,15,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/21/2024,AQS,60370016,3,31,ug/m3 SC,29,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/22/2024,AQS,60370016,3,32,ug/m3 SC,30,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/23/2024,AQS,60370016,3,17,ug/m3 SC,16,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/24/2024,AQS,60370016,3,9,ug/m3 SC,8,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/25/2024,AQS,60370016,3,12,ug/m3 SC,11,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/26/2024,AQS,60370016,3,20,ug/m3 SC,19,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/27/2024,AQS,60370016,3,25,ug/m3 SC,23,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/28/2024,AQS,60370016,3,23,ug/m3 SC,21,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/29/2024,AQS,60370016,3,16,ug/m3 SC,15,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/30/2024,AQS,60370016,3,6,ug/m3 SC,6,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
3/31/2024,AQS,60370016,3,7,ug/m3 SC,6,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/1/2024,AQS,60370016,3,9,ug/m3 SC,8,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/2/2024,AQS,60370016,3,12,ug/m3 SC,11,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/3/2024,AQS,60370016,3,19,ug/m3 SC,18,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/4/2024,AQS,60370016,3,17,ug/m3 SC,16,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/5/2024,AQS,60370016,3,12,ug/m3 SC,11,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/6/2024,AQS,60370016,3,12,ug/m3 SC,11,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/7/2024,AQS,60370016,3,13,ug/m3 SC,12,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/8/2024,AQS,60370016,3,18,ug/m3 SC,17,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/9/2024,AQS,60370016,3,16,ug/m3 SC,15,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/10/2024,AQS,60370016,3,25,ug/m3 SC,23,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/11/2024,AQS,60370016,3,34,ug/m3 SC,31,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/12/2024,AQS,60370016,3,30,ug/m3 SC,28,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/13/2024,AQS,60370016,3,14,ug/m3 SC,13,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/14/2024,AQS,60370016,3,8,ug/m3 SC,7,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/15/2024,AQS,60370016,3,12,ug/m3 SC,11,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/16/2024,AQS,60370016,3,14,ug/m3 SC,13,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/17/2024,AQS,60370016,3,19,ug/m3 SC,18,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/18/2024,AQS,60370016,3,33,ug/m3 SC,31,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/19/2024,AQS,60370016,3,29,ug/m3 SC,27,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/20/2024,AQS,60370016,3,32,ug/m3 SC,30,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/21/2024,AQS,60370016,3,37,ug/m3 SC,34,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/22/2024,AQS,60370016,3,31,ug/m3 SC,29,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/23/2024,AQS,60370016,3,15,ug/m3 SC,14,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/24/2024,AQS,60370016,3,22,ug/m3 SC,20,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/25/2024,AQS,60370016,3,17,ug/m3 SC,16,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/26/2024,AQS,60370016,3,26,ug/m3 SC,24,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/27/2024,AQS,60370016,3,22,ug/m3 SC,20,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/28/2024,AQS,60370016,3,23,ug/m3 SC,21,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/29/2024,AQS,60370016,3,28,ug/m3 SC,26,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
4/30/2024,AQS,60370016,3,34,ug/m3 SC,31,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
5/22/2024,AQS,60370016,3,37,ug/m3 SC,34,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
5/23/2024,AQS,60370016,3,29,ug/m3 SC,27,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
5/24/2024,AQS,60370016,3,22,ug/m3 SC,20,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
5/25/2024,AQS,60370016,3,18,ug/m3 SC,17,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
5/26/2024,AQS,60370016,3,14,ug/m3 SC,13,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
5/27/2024,AQS,60370016,3,25,ug/m3 SC,23,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
5/28/2024,AQS,60370016,3,34,ug/m3 SC,31,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
5/29/2024,AQS,60370016,3,29,ug/m3 SC,27,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
5/31/2024,AQS,60370016,3,38,ug/m3 SC,35,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
6/1/2024,AQS,60370016,3,24,ug/m3 SC,22,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
6/2/2024,AQS,60370016,3,20,ug/m3 SC,19,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
6/3/2024,AQS,60370016,3,27,ug/m3 SC,25,Glendora,1,100,81102,PM10 Total 0-10um STP,122,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.14435,-117.85036
